batch_id,batch_date,shift,product_type,product_category,supplier_id,quantity_produced_kg,storage_temperature_celsius,humidity_percent,co2_concentration_ppm,light_exposure_lux,storage_duration_hours,cold_chain_maintained,storage_zone,processing_duration_hours,processing_delay_hours,processing_stages_completed,equipment_used,demand_forecast_kg,inventory_level_kg,delivery_time_days,transport_cost_per_ton_inr,supplier_reliability_score,supply_chain_disruption,extreme_weather_event,order_fulfillment_status,quality_score_percent,composite_risk_score,actual_wastage_kg,wastage_percent,wastage_cost_inr,spoilage_class,wastage_risk_category,recommended_corrective_action
BATCH-02797,2020-06-09,Night,Lemon,Citrus,SUP-001,275.31,14.71,65.47,1509.3,16.9,31.6,No,Zone-A,3.76,5.82,1,Conveyor-A,3067.03,1101.56,4.97,6849.04,,0,0,Fulfilled,87.0,2,45.37,16.48,1361.1,Bad,Medium,Restore Cold Chain Immediately
BATCH-02798,2022-04-16,Night,Strawberry,Berries,SUP-018,1486.08,4.35,45.41,1294.5,78.7,11.0,Yes,Zone-A,2.5,0.78,6,Packer-Z,4073.9,1400.38,2.52,2518.95,73.32,0,0,Fulfilled,93.41,0,74.16,4.99,5932.8,Good,Low,Monitor & Maintain
BATCH-02799,2020-02-04,Morning,Potato,Root Vegetables,SUP-004,759.85,13.5,62.8,868.5,57.6,89.3,No,Zone-A,4.87,1.79,1,Sorter-X,3672.67,2413.73,8.6,4375.94,87.13,0,0,Fulfilled,67.55,0,140.57,18.5,2530.26,Bad,High,Restore Cold Chain Immediately
BATCH-02800,2021-08-02,Afternoon,Orange,Fruits,SUP-005,1394.0,10.59,71.43,804.4,215.6,83.9,Yes,Zone-A,9.93,6.25,2,Sorter-X,1763.61,2783.27,6.96,5046.06,67.56,0,0,Cancelled,63.08,2,212.03,15.21,7421.05,Bad,Medium,Expedite Processing
BATCH-02801,2021-03-18,Night,Orange,Fruits,SUP-009,808.47,35.31210343747872,,1028.4,106.1,76.4,Yes,Zone-A,3.95,0.63,5,Sorter-X,1196.28,1640.7,1.4,6444.8,62.4,0,0,Fulfilled,98.31,2,119.82,14.82,4193.7,Good,Medium,Reduce Storage Temperature
BATCH-02802,2022-11-08,Morning,Orange,Fruits,SUP-017,376.58,14.91,78.74,1444.0,146.8,67.2,No,Zone-C,6.71,1.28,6,Packer-Z,3879.07,1537.37,5.65,2532.55,69.82,1,0,Fulfilled,93.11,1,69.82,18.54,2443.7,Bad,High,Restore Cold Chain Immediately
BATCH-02803,2020-03-22,Afternoon,Onion,Root Vegetables,SUP-003,871.61,13.83,75.17,410.4,235.8,50.5,Yes,Zone-B,6.54,2.79,6,Sorter-X,1551.96,717.73,8.59,5199.3,97.96,0,0,Delayed,71.01,0,92.22,10.58,2028.84,Good,Medium,Monitor & Maintain
BATCH-02804,2021-12-14,Night,Orange,Fruits,SUP-016,314.08,12.27,57.46,1252.6,117.8,86.4,Yes,Zone-C,7.97,2.35,3,Sorter-X,1601.11,1408.43,1.14,1698.11,71.16,0,0,Fulfilled,94.37,1,37.19,11.84,1301.65,Good,Medium,Prioritize Dispatch
BATCH-02805,2022-04-25,Afternoon,Potato,Root Vegetables,SUP-005,1196.08,19.95,56.5,753.4,123.0,76.4,Yes,Zone-B,7.26,3.65,5,Packer-Z,3397.76,2778.57,4.45,6439.2,62.98,0,0,Fulfilled,,1,194.24,16.24,3496.32,Bad,Medium,Reduce Storage Temperature
BATCH-02806,2022-06-20,Night,Mango,Fruits,SUP-016,177.81,19.65,65.89,650.1,416.6,78.7,No,Zone-A,0.61,1.47,6,Sorter-X,4050.81,1239.41,8.15,3023.8,78.46,1,0,Cancelled,74.25,3,42.98,24.17,2578.8,Bad,High,Restore Cold Chain Immediately
BATCH-02807,2021-08-14,Afternoon,Lemon,Citrus,SUP-003,1101.91,11.69,77.98,414.6,274.0,31.1,Yes,Zone-C,3.44,0.77,3,Conveyor-A,3120.49,710.98,8.65,5848.52,90.54,0,0,Fulfilled,93.43,2,86.17,7.82,2585.1,Good,Low,Monitor & Maintain
BATCH-02808,2021-03-20,Night,Potato,Root Vegetables,SUP-020,1784.1,10.19,49.22,,428.4,41.8,Yes,Zone-B,8.77,1.53,1,Conveyor-B,4482.42,1078.16,7.87,5156.91,51.12,0,0,Partial,84.71,2,102.59,5.75,1846.62,Good,Low,Monitor & Maintain
BATCH-02809,2022-09-23,Night,Lemon,Citrus,SUP-015,1691.96,,87.67,1494.7,257.3,68.4,Yes,Zone-B,5.63,0.86,2,Conveyor-A,1451.49,1592.32,3.4,1951.24,77.91,0,0,Fulfilled,91.36,2,137.39,8.12,4121.7,Good,Low,Monitor & Maintain
BATCH-02810,2023-05-22,Afternoon,Potato,Root Vegetables,SUP-003,1777.29,9.71,69.44,473.7,454.6,36.9,No,Zone-A,1.49,0.39,6,Sorter-X,1635.86,1835.9,5.32,2724.57,91.82,0,0,Partial,73.38,1,284.37,16.0,5118.66,Bad,Medium,Restore Cold Chain Immediately
BATCH-02811,2022-10-09,Afternoon,Orange,Fruits,SUP-020,1851.89,11.57,58.79,1026.2,127.4,48.4,No,Zone-A,3.12,1.62,4,Sorter-X,3366.3,1354.05,7.54,3215.57,60.78,0,0,Fulfilled,90.14,3,222.78,12.03,7797.3,Good,Medium,Restore Cold Chain Immediately
BATCH-02812,2023-09-22,Afternoon,Mango,Fruits,SUP-014,298.6,6.92,76.2,583.1,308.3,62.8,Yes,Zone-D,3.19,0.1,2,Sorter-X,,2299.75,1.95,6811.89,96.08,1,0,Partial,71.14,2,44.19,14.8,2651.4,Good,Medium,Activate Backup Supplier
BATCH-02813,2022-11-13,Morning,Leafy Greens,Vegetables,SUP-016,344.62,18.68,47.01,1310.4,251.6,43.1,Yes,Zone-D,8.8,0.07,5,Sorter-X,2927.08,1794.91,6.15,4453.47,,0,0,Fulfilled,87.34,2,38.11,11.06,571.65,Good,Medium,Reduce Storage Temperature
BATCH-02814,2023-01-21,Morning,Strawberry,Berries,SUP-017,1158.31,10.82,66.8,1198.5,459.3,76.5,No,Zone-B,5.76,0.13,3,Packer-Z,546.72,2028.64,7.34,6967.45,75.84,1,0,Fulfilled,74.16,3,260.16,22.46,20812.8,Bad,High,Restore Cold Chain Immediately
BATCH-02815,2020-09-02,Afternoon,Pineapple,Fruits,SUP-020,1798.55,17.16,66.87,756.6,209.2,12.9,Yes,Zone-D,6.28,2.23,2,Conveyor-B,3546.24,2602.46,8.57,1935.68,98.18,0,0,Fulfilled,72.83,0,226.62,12.6,10197.9,Good,Medium,Reduce Storage Temperature
BATCH-02816,2021-09-04,Morning,Mango,Fruits,SUP-018,1951.26,10.56,52.29,540.4,427.4,69.5,Yes,Zone-C,3.99,1.05,3,Packer-Z,4161.12,2610.5,1.56,1698.14,56.48,0,1,Fulfilled,90.05,3,230.05,11.79,13803.0,Good,Medium,Monitor & Maintain
BATCH-02817,2021-12-09,Night,Leafy Greens,Vegetables,SUP-018,187.9,14.93,82.68,1397.5,282.0,15.6,Yes,Zone-B,1.07,1.36,5,Packer-Z,1744.45,690.17,3.63,7169.31,87.01,1,0,Delayed,60.5,3,26.63,14.17,399.45,Good,Medium,Reduce Storage Temperature
BATCH-02818,2021-01-09,Afternoon,Tomato,Vegetables,SUP-014,775.97,8.06,80.86,1209.1,354.3,90.2,Yes,Zone-C,1.21,0.84,5,Sorter-X,743.89,1907.7,5.65,5865.96,90.93,0,0,Partial,95.84,2,92.19,11.88,2304.75,Good,Medium,Prioritize Dispatch
BATCH-02819,2022-02-10,Morning,Potato,Root Vegetables,SUP-018,504.5,13.25,51.87,408.2,443.4,31.5,No,Zone-D,4.49,,2,Conveyor-A,2830.78,2178.26,7.16,6211.07,74.43,1,0,Fulfilled,77.38,0,83.85,16.62,1509.3,Bad,Medium,Restore Cold Chain Immediately
BATCH-02820,2021-02-28,Afternoon,Tomato,Vegetables,SUP-015,1536.34,10.97,61.37,1153.4,498.5,76.8,No,Zone-C,2.19,0.89,6,Conveyor-A,689.7,522.97,7.44,6980.83,50.32,1,1,Fulfilled,82.99,1,330.16,21.49,8254.0,Bad,High,Restore Cold Chain Immediately
BATCH-02821,2022-09-30,Night,Leafy Greens,Vegetables,SUP-015,1316.37,8.61,49.52,1372.4,365.6,51.0,Yes,Zone-B,1.49,,4,Washer-1,2372.08,2544.03,2.91,7380.17,76.22,0,0,Delayed,72.83,0,102.94,7.82,1544.1,Good,Low,Monitor & Maintain
BATCH-02822,2021-11-17,Night,Mango,Fruits,SUP-006,327.79,17.87,83.19,1108.9,157.3,10.6,Yes,Zone-C,2.99,2.27,6,Conveyor-B,580.18,623.36,0.63,2227.71,57.68,0,0,Partial,83.42,2,29.01,8.85,1740.6,Good,Low,Reduce Storage Temperature
BATCH-02823,2021-10-31,Morning,Potato,Root Vegetables,SUP-015,1018.69,,,909.7,149.5,56.8,No,Zone-B,7.55,0.21,4,Washer-1,1512.35,2417.91,7.09,2579.67,78.13,0,0,Fulfilled,86.23,0,137.32,13.48,2471.76,Good,Medium,Restore Cold Chain Immediately
BATCH-02824,2023-12-07,Night,Pineapple,Fruits,SUP-018,1402.34,10.76,64.77,1100.7,154.6,87.7,Yes,Zone-D,1.19,,3,Packer-Z,2249.7,568.25,9.14,2755.61,86.93,0,0,Delayed,93.21,2,156.36,11.15,7036.2,Good,Medium,Prioritize Dispatch
BATCH-02825,2021-07-26,Afternoon,Orange,Fruits,SUP-004,1580.11,5.5,59.57,,49.0,16.8,Yes,Zone-B,4.76,1.3,2,Washer-1,1002.68,2251.16,8.08,6415.01,76.55,0,0,Partial,,3,68.26,4.32,2389.1,Good,Low,Monitor & Maintain
BATCH-02826,2021-06-12,Morning,Potato,Root Vegetables,SUP-008,138.1,17.5,58.95,1168.0,26.8,32.2,Yes,Zone-D,8.35,0.72,1,Washer-1,1013.7,529.63,6.41,3725.74,81.54,0,1,Fulfilled,70.74,3,19.79,14.33,356.22,Good,Medium,Reduce Storage Temperature
BATCH-02827,2021-04-10,Afternoon,Potato,Root Vegetables,SUP-015,1791.89,6.56,78.63,1560.5,290.4,43.3,Yes,Zone-A,3.05,0.22,5,Washer-1,4221.78,1198.61,9.79,5106.91,55.2,1,1,Fulfilled,82.1,3,225.42,12.58,4057.56,Good,Medium,Activate Backup Supplier
BATCH-02828,2023-07-30,Afternoon,Mango,Fruits,SUP-003,1181.63,13.4,78.64,614.4,405.3,27.9,No,Zone-D,3.37,2.43,6,Conveyor-B,686.41,516.2,4.61,6628.84,54.85,1,0,Delayed,89.35,1,206.19,17.45,12371.4,Bad,Medium,Restore Cold Chain Immediately
BATCH-02829,2021-12-26,Afternoon,Mango,Fruits,SUP-015,1642.63,4.98,68.3,1147.7,18.1,90.7,Yes,Zone-B,8.9,1.69,3,Conveyor-A,3600.35,885.07,5.49,5629.16,92.55,0,0,Fulfilled,88.65,3,169.19,10.3,10151.4,Good,Medium,Prioritize Dispatch
BATCH-02830,2022-05-26,Night,Leafy Greens,Vegetables,SUP-013,1635.08,9.29,74.59,625.6,283.3,37.5,Yes,Zone-B,6.68,3.32,5,Conveyor-A,4165.17,2955.09,0.62,2040.06,52.47,0,1,Partial,94.2,0,151.74,9.28,2276.1,Good,Low,Monitor & Maintain
BATCH-02831,2020-09-20,Afternoon,Banana,Fruits,SUP-009,460.72,18.19,68.02,651.9,185.9,63.9,Yes,Zone-A,8.08,0.54,3,Washer-1,1088.25,412.26,9.49,4249.37,64.21,0,0,Fulfilled,91.61,3,56.02,12.16,1120.4,Good,Medium,Reduce Storage Temperature
BATCH-02832,2022-02-28,Night,Potato,Root Vegetables,SUP-002,309.33,4.99,46.29,1203.1,446.2,23.0,Yes,Zone-A,3.25,3.14,2,Conveyor-B,1379.17,1278.75,6.04,2052.18,96.88,0,0,Partial,86.59,2,14.38,4.65,258.84,Good,Low,Monitor & Maintain
BATCH-02833,2021-02-04,Afternoon,Strawberry,Berries,SUP-008,1470.45,13.94,47.97,1499.1,72.7,22.7,Yes,Zone-D,9.97,0.69,3,Conveyor-A,3386.72,2063.07,4.21,4442.08,72.94,1,0,Fulfilled,87.95,2,159.1,10.82,12728.0,Good,Medium,Activate Backup Supplier
BATCH-02834,2022-12-02,Night,Potato,Root Vegetables,SUP-020,397.21,5.68,62.27,590.9,281.7,18.5,Yes,Zone-C,1.84,0.24,3,Sorter-X,,374.34,0.92,2934.15,83.73,0,0,Fulfilled,90.53,0,16.6,4.18,298.8,Good,Low,Monitor & Maintain
BATCH-02835,2023-04-30,Night,Leafy Greens,Vegetables,SUP-017,1714.88,,78.74,1555.0,485.5,42.9,No,Zone-C,9.64,0.29,1,Conveyor-A,2643.9,416.2,3.94,1667.6,61.08,1,1,Partial,91.87,3,304.91,17.78,4573.65,Bad,Medium,Restore Cold Chain Immediately
BATCH-02836,2022-11-09,Night,Lemon,Citrus,SUP-013,1479.76,11.73,86.1,783.2,172.5,52.1,No,Zone-A,9.07,0.5,3,Conveyor-A,4262.01,515.46,0.53,6384.41,63.53,0,0,Delayed,,3,224.48,15.17,6734.4,Bad,Medium,Restore Cold Chain Immediately
BATCH-02837,2022-12-02,Afternoon,Tomato,Vegetables,SUP-001,1699.47,12.39,46.34,869.6,370.9,3.0,Yes,Zone-D,5.74,,4,Conveyor-B,1120.92,1970.46,3.58,7292.11,75.45,0,0,Partial,89.4,0,107.41,6.32,2685.25,Good,Low,Monitor & Maintain
BATCH-02838,2022-01-18,Afternoon,Orange,Fruits,SUP-002,668.12,12.85,61.56,584.4,441.2,80.3,Yes,Zone-A,6.06,0.56,3,Conveyor-B,3288.44,2737.08,9.54,7261.61,81.91,0,0,Fulfilled,,1,65.81,9.85,2303.35,Good,Low,Prioritize Dispatch
BATCH-02839,2022-11-05,Night,Banana,Fruits,SUP-015,701.54,13.52,55.07,1139.0,93.1,50.2,No,Zone-A,7.86,1.85,3,Conveyor-A,4740.79,2495.37,1.97,3398.27,,0,1,Fulfilled,65.25,2,139.12,19.83,2782.4,Bad,High,Restore Cold Chain Immediately
BATCH-02840,2021-09-09,Afternoon,Pineapple,Fruits,SUP-012,1375.32,6.89,81.68,1115.7,496.3,16.8,Yes,Zone-B,3.41,0.59,2,Sorter-X,758.6,2950.86,5.68,6475.17,78.72,0,0,Fulfilled,57.12,2,61.06,4.44,2747.7,Good,Low,Quality Re-inspection Required
BATCH-02841,2022-08-09,Night,Pineapple,Fruits,SUP-014,159.75,9.22,83.07,930.7,404.7,8.3,Yes,Zone-B,5.51,0.91,3,Sorter-X,770.03,1776.6,2.27,5603.69,54.8,0,0,Partial,58.19,3,14.19,8.88,638.55,Good,Low,Quality Re-inspection Required
BATCH-02842,2021-01-13,Afternoon,Pineapple,Fruits,SUP-002,1480.34,2.67,54.29,971.3,68.8,7.9,Yes,Zone-B,9.07,4.41,1,Washer-1,,2888.28,7.94,6308.44,68.35,0,0,Partial,64.54,0,80.38,5.43,3617.1,Good,Low,Quality Re-inspection Required
BATCH-02843,2020-04-11,Night,Mango,Fruits,SUP-018,1687.99,15.84,76.99,1147.6,155.4,26.2,Yes,Zone-A,1.15,1.39,2,Washer-1,4820.34,984.31,5.84,6576.64,62.21,0,0,Partial,95.47,0,155.63,9.22,9337.8,Good,Low,Reduce Storage Temperature
BATCH-02844,2021-08-26,Night,Pineapple,Fruits,SUP-007,888.81,17.07,77.93,1100.2,312.5,48.9,Yes,Zone-D,9.1,1.83,5,Conveyor-A,1492.13,1322.36,2.42,7355.42,62.72,0,0,Partial,60.58,3,130.92,14.73,5891.4,Good,Medium,Reduce Storage Temperature
BATCH-02845,2021-11-05,Morning,Orange,Fruits,SUP-006,1553.27,5.59,52.97,849.1,442.5,82.9,Yes,Zone-C,7.42,0.42,4,Conveyor-A,1988.56,1248.52,8.73,2541.55,75.27,0,0,Fulfilled,87.89,1,98.79,6.36,3457.65,Good,Low,Prioritize Dispatch
BATCH-02846,2021-01-09,Afternoon,Tomato,Vegetables,SUP-014,431.76,5.63,64.52,1460.9,97.4,86.9,Yes,Zone-C,7.81,0.28,4,Conveyor-A,943.92,237.34,7.95,6132.22,65.83,1,0,Fulfilled,93.15,0,50.34,11.66,1258.5,Good,Medium,Prioritize Dispatch
BATCH-02847,2022-11-28,Afternoon,Pineapple,Fruits,SUP-008,712.29,2.76,72.92,1201.2,365.6,80.2,Yes,Zone-B,1.11,,5,Sorter-X,2130.11,2506.15,9.54,5925.43,64.47,1,0,Fulfilled,93.61,0,55.2,7.75,2484.0,Good,Low,Prioritize Dispatch
BATCH-02848,2020-04-17,Morning,Potato,Root Vegetables,SUP-002,1951.18,19.47,46.17,646.5,135.3,32.9,Yes,Zone-D,2.28,3.87,3,Packer-Z,699.5,171.68,0.51,3331.75,98.4,0,0,Fulfilled,73.34,1,277.07,14.2,4987.26,Good,Medium,Reduce Storage Temperature
BATCH-02849,2020-11-21,Night,Potato,Root Vegetables,SUP-017,1974.02,16.53,63.21,783.9,402.7,30.8,Yes,Zone-B,9.29,0.55,1,Washer-1,2250.92,2216.64,4.84,3940.93,79.2,0,0,Fulfilled,76.79,0,156.34,7.92,2814.12,Good,Low,Reduce Storage Temperature
BATCH-02850,2022-12-28,Night,Mango,Fruits,SUP-005,1073.95,,51.97,1345.5,341.7,94.8,No,Zone-D,1.68,1.94,1,Washer-1,2999.69,1280.49,10.0,2686.96,63.09,0,0,Partial,69.22,3,160.56,14.95,9633.6,Good,Medium,Restore Cold Chain Immediately
BATCH-02851,2021-09-30,Morning,Orange,Fruits,SUP-014,1875.11,10.67,69.39,,261.5,66.0,Yes,Zone-D,6.5,4.11,1,Packer-Z,4887.52,118.12,8.21,6966.12,63.79,0,1,Fulfilled,,2,307.14,16.38,10749.9,Bad,Medium,Quality Re-inspection Required
BATCH-02852,2022-10-26,Morning,Tomato,Vegetables,SUP-020,1093.19,7.26,82.93,1300.3,324.9,30.7,Yes,Zone-D,7.94,,1,Conveyor-A,4182.75,940.85,8.4,6768.94,90.55,0,0,Fulfilled,64.34,2,113.25,10.36,2831.25,Good,Medium,Expedite Processing
BATCH-02853,2022-04-08,Night,Banana,Fruits,SUP-003,654.02,12.75,68.61,830.6,438.2,32.9,Yes,Zone-A,2.7,10.16,3,Washer-1,4199.29,1103.77,6.4,5227.54,94.32,0,0,Fulfilled,60.93,3,91.76,14.03,1835.2,Good,Medium,Expedite Processing
BATCH-02854,2023-10-20,Afternoon,Leafy Greens,Vegetables,SUP-005,607.11,14.91,46.62,1062.0,193.2,42.9,Yes,Zone-D,7.14,2.88,5,Sorter-X,1526.65,2897.64,7.27,4632.57,83.95,0,0,Fulfilled,72.93,3,71.88,11.84,1078.2,Good,Medium,Reduce Storage Temperature
BATCH-02855,2022-05-22,Morning,Tomato,Vegetables,SUP-016,1866.06,10.05,46.33,736.7,384.6,60.4,No,Zone-A,1.12,0.16,5,Packer-Z,892.56,2017.13,8.15,3013.08,71.57,0,1,Partial,62.5,3,303.61,16.27,7590.25,Bad,Medium,Restore Cold Chain Immediately
BATCH-02856,2020-01-22,Morning,Leafy Greens,Vegetables,SUP-018,427.65,,72.25,1583.7,79.5,86.4,Yes,Zone-C,5.24,4.1,4,Sorter-X,3213.84,1676.36,1.38,6247.6,88.23,0,1,Partial,72.75,1,78.3,18.31,1174.5,Bad,High,Reduce Storage Temperature
BATCH-02857,2021-05-30,Morning,Lemon,Citrus,SUP-017,1201.3,11.31,59.76,1487.0,350.6,20.6,Yes,Zone-C,3.68,4.34,5,Conveyor-A,2845.12,468.45,7.08,1707.67,96.87,0,0,Partial,92.45,3,94.66,7.88,2839.8,Good,Low,Monitor & Maintain
BATCH-02858,2020-07-27,Morning,Leafy Greens,Vegetables,SUP-011,1155.5,,70.77,1514.1,375.3,9.9,Yes,Zone-A,6.63,1.63,1,Washer-1,2824.27,1234.2,8.25,4348.79,58.31,1,0,Fulfilled,83.8,1,70.49,6.1,1057.35,Good,Low,Activate Backup Supplier
BATCH-02859,2023-09-11,Morning,Strawberry,Berries,SUP-017,1505.28,13.2,52.36,621.7,221.5,40.1,Yes,Zone-C,8.95,0.14,3,Sorter-X,990.54,203.72,0.89,6659.8,93.09,0,1,Fulfilled,84.16,1,159.26,10.58,12740.8,Good,Medium,Monitor & Maintain
BATCH-02860,2020-05-31,Morning,Potato,Root Vegetables,SUP-016,1048.56,10.32,79.96,1410.0,396.8,25.1,Yes,Zone-C,1.69,1.3,2,Packer-Z,2722.48,2308.89,3.32,5253.4,92.44,0,0,Partial,90.72,3,52.64,5.02,947.52,Good,Low,Monitor & Maintain
BATCH-02861,2021-07-20,Night,Orange,Fruits,SUP-002,617.34,18.84,83.73,1042.5,278.6,56.1,No,Zone-B,4.78,0.47,2,Conveyor-A,1176.6,572.05,3.58,5350.06,68.33,0,1,Delayed,56.81,3,127.67,20.68,4468.45,Bad,High,Restore Cold Chain Immediately
BATCH-02862,2020-11-26,Night,Onion,Root Vegetables,SUP-004,421.85,39.28309453634471,85.02,1249.4,468.1,67.7,Yes,Zone-A,4.52,1.17,1,Washer-1,2399.52,1823.86,8.62,2070.81,,0,0,Fulfilled,89.96,0,37.38,8.86,822.36,Good,Low,Monitor & Maintain
BATCH-02863,2023-05-21,Morning,Mango,Fruits,SUP-007,1279.56,9.25,58.68,661.0,56.2,31.2,Yes,Zone-A,3.58,2.58,6,Washer-1,779.73,2128.24,7.91,3325.75,78.27,0,1,Fulfilled,63.64,0,120.92,9.45,7255.2,Good,Low,Quality Re-inspection Required
BATCH-02864,2021-03-26,Night,Strawberry,Berries,SUP-002,1466.08,13.71,74.73,1254.4,65.4,66.4,No,Zone-A,5.06,2.2,4,Conveyor-A,4356.02,1162.88,6.74,5575.14,63.61,0,0,Fulfilled,70.22,2,285.15,19.45,22812.0,Bad,High,Restore Cold Chain Immediately
BATCH-02865,2023-12-19,Afternoon,Leafy Greens,Vegetables,SUP-006,1182.09,11.49,57.56,1497.1,421.2,34.3,Yes,Zone-B,8.87,3.03,2,Conveyor-A,559.31,1934.52,8.14,1948.28,57.27,0,0,Partial,68.55,1,127.19,10.76,1907.85,Good,Medium,Quality Re-inspection Required
BATCH-02866,2020-02-26,Afternoon,Pineapple,Fruits,SUP-017,1502.87,8.74,79.32,721.0,421.2,61.7,Yes,Zone-A,9.75,,6,Conveyor-A,4726.95,2316.28,4.81,3582.74,97.65,0,0,Partial,59.65,1,186.06,12.38,8372.7,Good,Medium,Quality Re-inspection Required
BATCH-02867,2020-07-06,Morning,Orange,Fruits,SUP-007,368.89,19.82,50.42,680.0,235.6,61.5,No,Zone-C,0.53,1.43,1,Sorter-X,4383.01,633.96,8.81,3716.42,74.57,0,0,Cancelled,62.64,1,81.23,22.02,2843.05,Bad,High,Restore Cold Chain Immediately
BATCH-02868,2020-11-23,Afternoon,Strawberry,Berries,SUP-005,1776.69,7.44,79.32,525.3,482.0,28.1,Yes,Zone-D,7.52,5.49,3,Conveyor-B,3886.74,1842.49,2.73,4557.55,73.61,0,0,Partial,97.08,2,196.15,11.04,15692.0,Good,Medium,Expedite Processing
BATCH-02869,2023-03-30,Afternoon,Mango,Fruits,SUP-005,1206.55,7.0,64.79,720.2,339.7,61.8,No,Zone-B,6.34,1.99,2,Washer-1,4921.48,2228.26,7.19,3765.4,56.31,1,0,Fulfilled,81.41,1,204.27,16.93,12256.2,Bad,Medium,Restore Cold Chain Immediately
BATCH-02870,2023-07-06,Night,Potato,Root Vegetables,SUP-020,341.0,17.56,83.5,1043.0,491.4,37.8,Yes,Zone-B,9.95,2.75,1,Sorter-X,742.19,1135.44,2.8,4298.42,75.21,0,0,Partial,,2,44.19,12.96,795.42,Good,Medium,Reduce Storage Temperature
BATCH-02871,2020-04-14,Night,Orange,Fruits,SUP-016,977.66,2.06,78.25,1399.3,266.2,33.6,No,Zone-A,1.35,2.18,2,Packer-Z,3387.19,571.22,0.88,4838.05,87.14,1,0,Cancelled,88.34,1,116.93,11.96,4092.55,Good,Medium,Restore Cold Chain Immediately
BATCH-02872,2020-02-17,Night,Mango,Fruits,SUP-019,1705.1,5.62,61.94,734.6,100.8,29.2,No,Zone-D,8.21,2.05,3,Washer-1,4321.86,929.74,3.2,2405.7,62.4,0,1,Partial,90.8,2,246.9,14.48,14814.0,Good,Medium,Restore Cold Chain Immediately
BATCH-02873,2022-12-23,Night,Lemon,Citrus,SUP-009,1805.37,12.63,85.66,1145.4,222.2,34.5,Yes,Zone-D,9.37,4.9,5,Conveyor-B,1069.78,2805.92,5.18,2708.56,68.44,0,0,Fulfilled,59.85,2,225.85,12.51,6775.5,Good,Medium,Quality Re-inspection Required
BATCH-02874,2020-07-13,Afternoon,Lemon,Citrus,SUP-005,602.83,4.92,57.75,975.5,490.2,76.0,No,Zone-D,9.17,0.88,5,Packer-Z,3131.49,1136.6,8.51,6496.89,58.95,0,0,Fulfilled,87.6,0,64.62,10.72,1938.6,Good,Medium,Restore Cold Chain Immediately
BATCH-02875,2020-07-13,Morning,Mango,Fruits,SUP-008,1451.41,19.74,,746.3,185.2,25.0,Yes,Zone-C,5.83,1.12,3,Washer-1,2272.65,412.33,5.33,4331.25,67.75,0,0,Fulfilled,96.03,3,128.59,8.86,7715.4,Good,Low,Reduce Storage Temperature
BATCH-02876,2020-02-02,Night,Strawberry,Berries,SUP-009,289.97,10.36,79.52,,478.5,66.1,Yes,Zone-D,3.61,0.96,3,Conveyor-B,2461.22,339.91,2.2,3723.43,93.06,1,0,Delayed,80.76,2,36.39,12.55,2911.2,Good,Medium,Activate Backup Supplier
BATCH-02877,2020-03-13,Afternoon,Orange,Fruits,SUP-005,163.74,,89.58,601.6,398.5,86.7,Yes,Zone-A,6.58,2.9,5,Conveyor-A,4606.36,623.44,9.93,4180.85,61.85,0,0,Partial,82.02,3,17.88,10.92,625.8,Good,Medium,Prioritize Dispatch
BATCH-02878,2021-01-19,Night,Strawberry,Berries,SUP-010,1164.76,4.89,47.43,1167.5,221.1,34.9,Yes,Zone-C,3.41,4.06,3,Conveyor-B,2923.93,469.79,3.07,2675.7,,0,0,Delayed,,1,73.96,6.35,5916.8,Good,Low,Monitor & Maintain
BATCH-02879,2020-04-04,Afternoon,Banana,Fruits,SUP-002,1420.17,7.21,57.33,538.8,270.9,4.8,No,Zone-D,4.42,0.88,3,Washer-1,919.68,1535.63,9.86,3053.51,76.81,0,0,Fulfilled,84.9,3,114.18,8.04,2283.6,Good,Low,Restore Cold Chain Immediately
BATCH-02880,2021-06-22,Night,Leafy Greens,Vegetables,SUP-009,1611.99,13.06,78.36,1277.2,303.7,4.3,No,Zone-A,4.73,0.31,3,Conveyor-B,4717.47,1107.9,9.4,4655.19,78.97,1,1,Delayed,98.79,1,257.11,15.95,3856.65,Bad,Medium,Restore Cold Chain Immediately
BATCH-02881,2023-04-30,Morning,Banana,Fruits,SUP-011,746.41,11.89,86.5,,332.9,15.1,No,Zone-C,3.37,1.36,5,Washer-1,1333.45,2540.08,5.65,3745.36,66.45,0,1,Fulfilled,67.44,3,120.69,16.17,2413.8,Bad,Medium,Restore Cold Chain Immediately
BATCH-02882,2021-04-21,Night,Lemon,Citrus,SUP-004,112.4,16.12,46.29,1597.8,38.3,12.3,No,Zone-C,3.75,8.31,5,Washer-1,4516.87,2655.13,1.37,4422.4,82.08,1,0,Fulfilled,92.2,2,24.06,21.41,721.8,Bad,High,Restore Cold Chain Immediately
BATCH-02883,2022-11-28,Morning,Potato,Root Vegetables,SUP-002,1011.09,6.85,45.0,1388.4,466.8,72.3,Yes,Zone-D,0.57,0.46,6,Conveyor-B,,1472.51,7.11,2529.78,51.9,0,0,Fulfilled,81.95,2,80.58,7.97,1450.44,Good,Low,Prioritize Dispatch
