route,season,quantity_kg,distance_km,vehicle_type,road_condition,packaging_type,temperature_c,humidity_pct,transit_hours,days_to_spoil,spoilage_loss_pct
Dambulla - Colombo,Dry,565,106,Open Truck,Moderate,Plastic Crate,33,62.5,6,11.2,13.67
Dambulla - Colombo,Wet,279,133,Refrigerated Van,Good,Plastic Crate,27.2,75,4.7,10.4,13.04
Dambulla - Colombo,Dry,531,90,Covered Truck,Good,Plastic Crate,29.7,70.4,5.7,13.3,10.15
Dambulla - Colombo,Wet,746,102,Three-Wheeler,Moderate,Cardboard Box,31.1,80.5,3.9,6.3,19.26
Dambulla - Colombo,Wet,352,132,Open Truck,Moderate,Sack,31.8,77.2,5.8,2.6,20.48
Dambulla - Colombo,Dry,780,144,Covered Truck,Moderate,Sack,26.1,62.9,6.6,5.9,16.64
Dambulla - Colombo,Wet,552,106,Covered Truck,Moderate,Sack,22.4,83.2,3.5,7.9,20.11
Dambulla - Colombo,Dry,392,93,Open Truck,Good,Plastic Crate,28.7,70.8,5.4,2.4,18.1
Dambulla - Colombo,Wet,344,133,Open Truck,Good,Sack,28.7,89.3,5.4,2.7,20.3
Dambulla - Colombo,Wet,131,128,Three-Wheeler,Moderate,Sack,28.2,79,5.5,1.9,24.74
Dambulla - Colombo,Dry,638,111,Covered Truck,Moderate,Sack,32.3,67.9,5,10.2,15.68
Dambulla - Colombo,Dry,269,103,Covered Truck,Moderate,Ventilated Box,31.2,65.4,4.6,8.4,12.6
Dambulla - Colombo,Dry,667,113,Covered Truck,Moderate,Cardboard Box,34.5,75.9,4.2,13.9,14.56
Dambulla - Colombo,Wet,572,85,Refrigerated Van,Moderate,Sack,31,80.7,3.7,6.9,18.43
Dambulla - Colombo,Dry,551,127,Refrigerated Van,Moderate,Sack,26.7,62,7.5,11.7,11.97
Dambulla - Colombo,Dry,425,107,Covered Truck,Good,Cardboard Box,33.4,74.2,5.1,7.5,18.73
Dambulla - Colombo,Dry,668,129,Refrigerated Van,Poor,Sack,31.1,67.8,7.2,14.6,11.54
Dambulla - Colombo,Dry,737,87,Covered Truck,Good,Plastic Crate,34.6,64,5.2,12.2,11.3
Dambulla - Colombo,Wet,345,134,Open Truck,Poor,Sack,27.9,80,4.3,9.7,16.26
Dambulla - Colombo,Wet,166,96,Covered Truck,Moderate,Ventilated Box,30.7,98,4.2,7.8,18.96
Dambulla - Colombo,Wet,93,108,Refrigerated Van,Moderate,Sack,27.1,87.4,6,10.4,17.16
Dambulla - Colombo,Dry,453,131,Refrigerated Van,Moderate,Sack,34.6,57,5.8,8.3,16.06
Dambulla - Colombo,Dry,290,98,Three-Wheeler,Good,Plastic Crate,26.6,65.6,3.6,5.4,17.53
Dambulla - Colombo,Dry,422,85,Covered Truck,Moderate,Cardboard Box,28.5,68.4,4.9,2.6,23.37
Dambulla - Colombo,Wet,791,130,Open Truck,Good,Ventilated Box,28,88.7,7.2,1.5,24.36
Dambulla - Colombo,Dry,671,94,Open Truck,Good,Plastic Crate,30,69.9,5,6.8,15.57
Dambulla - Colombo,Wet,264,121,Open Truck,Good,Cardboard Box,29.8,79.1,5.3,9.7,15.1
Dambulla - Colombo,Wet,248,138,Open Truck,Poor,Ventilated Box,29.2,88,5.9,1.5,24.3
Dambulla - Colombo,Wet,602,143,Open Truck,Good,Sack,29.4,83,8.1,5.4,21.32
Dambulla - Colombo,Dry,464,137,Three-Wheeler,Good,Sack,29.6,72.7,6.8,7,17.61
Dambulla - Colombo,Dry,469,141,Covered Truck,Moderate,Cardboard Box,30.8,64.7,6.6,4.1,17.26
Dambulla - Colombo,Dry,310,104,Open Truck,Moderate,Sack,31,64.6,6,4.1,20.51
Dambulla - Colombo,Wet,547,139,Three-Wheeler,Moderate,Ventilated Box,31.5,83.8,6.6,1.5,26.47
Dambulla - Colombo,Wet,295,116,Refrigerated Van,Good,Sack,24.5,74.2,6,13.9,13.21
Dambulla - Colombo,Dry,661,85,Covered Truck,Moderate,Sack,33.2,66.8,5.5,3.7,19.24
Dambulla - Colombo,Wet,744,85,Refrigerated Van,Moderate,Sack,26.4,84.1,2.8,10.9,17.39
Dambulla - Colombo,Wet,554,92,Refrigerated Van,Poor,Plastic Crate,25.9,81.8,3.7,8.9,14.51
Dambulla - Colombo,Wet,508,144,Open Truck,Moderate,Plastic Crate,25,83.8,5.6,7.6,16.35
Dambulla - Colombo,Wet,353,136,Three-Wheeler,Good,Plastic Crate,29.8,83.9,6.5,11.9,17.27
Dambulla - Colombo,Dry,618,137,Covered Truck,Good,Ventilated Box,28.5,65.8,4.7,12.1,10.67
Dambulla - Colombo,Wet,490,105,Three-Wheeler,Moderate,Plastic Crate,23.8,79,5.8,1.5,24.47
Dambulla - Colombo,Wet,779,107,Refrigerated Van,Good,Ventilated Box,27.5,80.1,4.1,7.7,16.11
Dambulla - Colombo,Wet,83,99,Open Truck,Good,Cardboard Box,24.8,87.8,3.7,2.1,20.65
Dambulla - Colombo,Wet,542,107,Covered Truck,Poor,Cardboard Box,31.2,77.2,3.9,11.8,15.79
Dambulla - Colombo,Dry,435,134,Covered Truck,Moderate,Plastic Crate,29.6,62.6,8,3.6,17.25
Dambulla - Colombo,Wet,196,108,Covered Truck,Poor,Plastic Crate,25.7,83.7,4.3,8.3,15.29
Dambulla - Colombo,Wet,534,144,Open Truck,Moderate,Ventilated Box,31.3,81.3,4.4,1.5,25.26
Dambulla - Colombo,Dry,71,128,Refrigerated Van,Poor,Sack,31.2,66.3,7.2,4,21.8
Dambulla - Colombo,Dry,792,114,Covered Truck,Moderate,Cardboard Box,30.1,66.6,5.7,8.6,15.05
Dambulla - Colombo,Wet,798,127,Covered Truck,Good,Cardboard Box,24.9,89.7,6.6,10.2,14.87
Dambulla - Colombo,Wet,213,89,Open Truck,Moderate,Plastic Crate,27.6,90.2,4.5,6.7,20.07
Dambulla - Colombo,Dry,517,99,Covered Truck,Moderate,Plastic Crate,27.4,70.7,4,7,16.5
Dambulla - Colombo,Wet,307,111,Three-Wheeler,Good,Sack,25.8,78.1,4.2,8.4,20.64
Dambulla - Colombo,Dry,337,101,Covered Truck,Good,Ventilated Box,34.7,65.1,4,2.5,21.68
Dambulla - Colombo,Wet,456,136,Covered Truck,Good,Ventilated Box,26.4,78.9,5.5,5.1,16.7
Dambulla - Colombo,Dry,503,98,Refrigerated Van,Moderate,Sack,30.8,79.3,5.5,8.8,18.19
Dambulla - Colombo,Dry,533,140,Refrigerated Van,Moderate,Sack,27.6,66.2,5.5,14.7,12.89
Dambulla - Colombo,Wet,639,89,Covered Truck,Moderate,Sack,29.2,80.6,4.9,2.6,24.28
Dambulla - Colombo,Dry,660,138,Open Truck,Good,Cardboard Box,26.8,69.6,7.5,6.4,19.79
Dambulla - Colombo,Dry,506,92,Three-Wheeler,Good,Cardboard Box,27.9,55.2,4.6,2,19.58
Dambulla - Colombo,Wet,184,132,Refrigerated Van,Moderate,Cardboard Box,23.5,69.9,5.3,13.8,10.58
Dambulla - Colombo,Dry,204,127,Covered Truck,Good,Ventilated Box,30.3,70.2,6.6,11.5,11.27
Dambulla - Colombo,Dry,302,95,Open Truck,Poor,Cardboard Box,29.9,65.1,5.1,7,17.64
Dambulla - Colombo,Dry,584,104,Covered Truck,Poor,Plastic Crate,31.1,79.5,3.6,11.9,12.46
Dambulla - Colombo,Wet,633,128,Covered Truck,Moderate,Ventilated Box,26.5,85.4,5.4,1.5,24.3
Dambulla - Colombo,Wet,708,113,Covered Truck,Moderate,Ventilated Box,28.9,71.6,4.6,7.7,16.42
Dambulla - Colombo,Dry,375,100,Covered Truck,Poor,Plastic Crate,28.7,61.5,5.9,1.5,22.73
Dambulla - Colombo,Wet,397,133,Three-Wheeler,Good,Plastic Crate,28.2,78.9,4.7,7.9,18.01
Dambulla - Colombo,Wet,499,115,Open Truck,Good,Ventilated Box,26.9,83,5.5,4.6,19.75
Dambulla - Colombo,Dry,387,142,Refrigerated Van,Poor,Cardboard Box,28.9,59.6,7.1,5.1,19.28
Dambulla - Colombo,Dry,72,92,Three-Wheeler,Good,Cardboard Box,30.7,72,5.5,5.1,20.82
Dambulla - Colombo,Dry,702,99,Refrigerated Van,Poor,Sack,27.4,65.2,4,7.4,15.96
Dambulla - Colombo,Dry,618,122,Three-Wheeler,Poor,Cardboard Box,33.3,65.7,6.4,11.8,16.58
Dambulla - Colombo,Dry,557,104,Three-Wheeler,Moderate,Sack,27.5,68.9,6.5,1.5,25.03
Dambulla - Colombo,Wet,141,98,Open Truck,Moderate,Sack,30.9,79.4,5.8,1.5,24.91
Dambulla - Colombo,Dry,263,86,Covered Truck,Good,Ventilated Box,32.9,64.1,4.7,8.4,14.18
Dambulla - Colombo,Wet,218,92,Covered Truck,Good,Plastic Crate,33.2,85.6,5.1,2.9,21.1
Dambulla - Colombo,Dry,515,102,Open Truck,Good,Plastic Crate,28,77.9,5.4,1.5,22.56
Dambulla - Colombo,Wet,140,112,Open Truck,Good,Cardboard Box,28.6,73.9,5.6,4.3,18.83
Dambulla - Colombo,Wet,734,88,Refrigerated Van,Poor,Cardboard Box,29.6,84.8,3,9.9,18.35
Dambulla - Colombo,Dry,522,90,Covered Truck,Good,Cardboard Box,31.5,71.8,3.3,12.4,12.89
Dambulla - Colombo,Wet,240,113,Covered Truck,Good,Plastic Crate,23.9,80.4,4,10,14.29
Dambulla - Colombo,Wet,351,118,Refrigerated Van,Poor,Cardboard Box,30.9,78.7,5.7,3,23.06
Dambulla - Colombo,Dry,118,135,Covered Truck,Moderate,Cardboard Box,27.8,63.5,5.9,6,15.75
Dambulla - Colombo,Dry,108,118,Refrigerated Van,Moderate,Plastic Crate,28.2,70.3,4.5,7.6,13.42
Dambulla - Colombo,Dry,360,137,Covered Truck,Poor,Cardboard Box,32.5,70.1,4.7,5.4,18.41
Dambulla - Colombo,Wet,695,129,Covered Truck,Moderate,Cardboard Box,30.8,83.1,5.3,11.7,15.63
Dambulla - Colombo,Dry,493,102,Three-Wheeler,Good,Ventilated Box,33.8,69.4,5.8,8.6,17.21
Dambulla - Colombo,Wet,542,105,Covered Truck,Moderate,Cardboard Box,25.2,75,3.8,5.7,16.07
Dambulla - Colombo,Dry,478,124,Refrigerated Van,Moderate,Plastic Crate,26.3,72.7,3.6,11.5,12.23
Dambulla - Colombo,Dry,604,118,Three-Wheeler,Moderate,Sack,29.7,55.6,6.7,6.9,19.4
Dambulla - Colombo,Dry,792,101,Three-Wheeler,Good,Cardboard Box,26,70,4.2,12.2,15.95
Dambulla - Colombo,Wet,539,120,Open Truck,Poor,Plastic Crate,25.4,78.8,6,8.1,17.33
Dambulla - Colombo,Dry,662,113,Covered Truck,Poor,Sack,32.4,70.3,3.9,10.6,16.52
Dambulla - Colombo,Dry,320,110,Three-Wheeler,Good,Ventilated Box,30.4,68,6.1,3.6,16.32
Dambulla - Colombo,Wet,397,100,Open Truck,Moderate,Sack,24.6,92.2,4.5,1.5,25.96
Dambulla - Colombo,Wet,708,106,Covered Truck,Poor,Cardboard Box,28.5,71.9,6.8,6.8,18.01
Dambulla - Colombo,Dry,779,99,Refrigerated Van,Moderate,Ventilated Box,28,70.3,4.5,13.7,10.65
Dambulla - Colombo,Wet,289,138,Covered Truck,Moderate,Ventilated Box,24.8,86.8,4.2,2.1,21.99
Dambulla - Colombo,Dry,391,109,Covered Truck,Moderate,Cardboard Box,29.5,62.8,5.4,12,11.08
Dambulla - Colombo,Wet,781,137,Refrigerated Van,Good,Sack,29.6,78.6,6.7,5.6,17.38
Dambulla - Colombo,Dry,227,123,Covered Truck,Moderate,Ventilated Box,31.7,63.9,7.1,8.1,15.22
Dambulla - Colombo,Dry,684,126,Open Truck,Good,Cardboard Box,30.7,70.2,6.6,4.2,18.94
Dambulla - Colombo,Wet,700,107,Open Truck,Moderate,Ventilated Box,28.2,80,4.4,3.8,16.9
Dambulla - Colombo,Wet,251,105,Open Truck,Moderate,Ventilated Box,27.1,84.3,5.5,3.8,19.03
Dambulla - Colombo,Wet,738,137,Open Truck,Moderate,Ventilated Box,27.7,82.3,5.8,6.7,20.38
Dambulla - Colombo,Dry,192,96,Open Truck,Poor,Cardboard Box,29.5,78.6,3.5,9.7,15.35
Dambulla - Colombo,Dry,133,106,Three-Wheeler,Moderate,Plastic Crate,28.3,59.6,4.8,2.8,19.49
Dambulla - Colombo,Dry,119,130,Refrigerated Van,Good,Sack,26.6,61.7,5.7,10.8,13.57
Dambulla - Colombo,Wet,724,136,Open Truck,Good,Cardboard Box,28.9,70.8,6.3,11.5,15.83
Dambulla - Colombo,Wet,203,88,Refrigerated Van,Moderate,Sack,26.3,81.9,5.9,9.8,16.99
Dambulla - Colombo,Dry,576,131,Open Truck,Poor,Sack,32.3,68,5.2,5.9,20.9
Dambulla - Colombo,Dry,336,134,Covered Truck,Moderate,Sack,31.7,74.5,6.8,10,13.19
Dambulla - Colombo,Wet,578,103,Open Truck,Moderate,Ventilated Box,28.2,91.6,6,6.7,18.94
Dambulla - Colombo,Wet,571,102,Open Truck,Poor,Sack,27.8,89.2,4.9,7.9,19.27
Dambulla - Colombo,Dry,580,104,Three-Wheeler,Moderate,Ventilated Box,25.7,75.5,5.4,2.9,21.31
Dambulla - Colombo,Wet,561,128,Three-Wheeler,Good,Sack,27.8,89.3,4.9,11.1,18.05
Dambulla - Colombo,Wet,237,95,Covered Truck,Moderate,Cardboard Box,29.5,83.2,4.9,3.7,21.61
Dambulla - Colombo,Dry,279,134,Covered Truck,Good,Cardboard Box,24.6,64.6,4.9,9.9,11.51
Dambulla - Colombo,Dry,415,120,Open Truck,Poor,Cardboard Box,33.7,69.6,6.6,6.5,19.05
Dambulla - Colombo,Wet,380,116,Refrigerated Van,Good,Plastic Crate,24.8,77.2,4.4,12.1,12.93
Dambulla - Colombo,Wet,744,116,Covered Truck,Moderate,Plastic Crate,27.5,86,6,5.7,18.22
Dambulla - Colombo,Dry,622,120,Refrigerated Van,Moderate,Cardboard Box,33.9,61.8,5.3,7.3,17.7
Dambulla - Colombo,Wet,420,141,Open Truck,Poor,Ventilated Box,25.7,85.2,4.9,9.1,16.06
Dambulla - Colombo,Dry,747,87,Covered Truck,Moderate,Plastic Crate,33.2,70,2.7,5.3,16.93
Dambulla - Colombo,Dry,693,131,Three-Wheeler,Moderate,Ventilated Box,30.6,72.1,3.7,11.5,14.49
Dambulla - Colombo,Dry,561,106,Refrigerated Van,Moderate,Ventilated Box,35,64.5,4.9,13.1,10.51
Dambulla - Colombo,Wet,384,141,Refrigerated Van,Poor,Cardboard Box,27.8,86.1,6.6,11.8,15.26
Dambulla - Colombo,Dry,400,124,Refrigerated Van,Poor,Sack,25.6,59.5,6.7,8.3,14.56
Dambulla - Colombo,Wet,501,86,Open Truck,Good,Ventilated Box,27.4,79,3.6,11.5,13.76
Dambulla - Colombo,Wet,85,140,Covered Truck,Good,Sack,27.5,74.9,6.3,9.5,14.97
Dambulla - Colombo,Wet,57,99,Three-Wheeler,Poor,Ventilated Box,24.3,81.1,5.6,4,20.96
Dambulla - Colombo,Dry,189,143,Refrigerated Van,Moderate,Sack,31.1,73.7,5.1,10.1,16.67
Dambulla - Colombo,Wet,122,135,Covered Truck,Moderate,Plastic Crate,31.6,74.2,7.4,5.9,19.94
Dambulla - Colombo,Wet,59,110,Covered Truck,Moderate,Sack,25.6,69.3,5.1,7.9,16.1
Dambulla - Colombo,Dry,256,131,Three-Wheeler,Poor,Ventilated Box,32.3,63.8,6.7,7,18.52
Dambulla - Colombo,Dry,161,98,Refrigerated Van,Good,Plastic Crate,25.5,67.9,4.5,8.4,11.95
Dambulla - Colombo,Wet,288,95,Three-Wheeler,Moderate,Sack,23.7,89.6,4.6,11,17.49
Dambulla - Colombo,Wet,669,139,Refrigerated Van,Poor,Plastic Crate,30.1,82.4,5.9,11,14.25
Dambulla - Colombo,Dry,135,112,Refrigerated Van,Good,Sack,31.3,56.5,5.6,14.5,9.14
Dambulla - Colombo,Dry,431,133,Covered Truck,Good,Cardboard Box,29.7,73,6.3,4,16.57
Dambulla - Colombo,Dry,652,103,Covered Truck,Moderate,Plastic Crate,35.3,64.1,6.1,10.3,13.4
Dambulla - Colombo,Wet,698,119,Open Truck,Moderate,Cardboard Box,27.7,88.3,6.2,6.1,18.02
Dambulla - Colombo,Wet,344,131,Three-Wheeler,Good,Sack,28.4,88.9,5.2,7.5,20.7
Dambulla - Colombo,Dry,662,139,Refrigerated Van,Moderate,Plastic Crate,35.2,65.3,5.9,10.9,13.91
Dambulla - Colombo,Dry,568,139,Refrigerated Van,Moderate,Plastic Crate,29.9,63.4,6.1,13.3,10.22
Dambulla - Colombo,Dry,115,106,Three-Wheeler,Moderate,Cardboard Box,29.2,56.3,6.5,4.3,20.67
Dambulla - Colombo,Dry,547,98,Covered Truck,Good,Ventilated Box,26.6,61.8,5.3,13,9.15
Dambulla - Colombo,Dry,153,121,Open Truck,Moderate,Ventilated Box,32.6,72.9,6.7,4.5,19.89
Dambulla - Colombo,Wet,351,143,Covered Truck,Poor,Sack,30.3,90.4,7.8,9.6,18.67
Dambulla - Colombo,Wet,409,143,Open Truck,Moderate,Cardboard Box,28.7,75.2,5.8,3.9,21.53
Dambulla - Colombo,Dry,740,126,Three-Wheeler,Good,Ventilated Box,34.9,72,5.8,8,17.82
Dambulla - Colombo,Wet,511,99,Open Truck,Moderate,Cardboard Box,26.4,90,3,1.5,25.37
Dambulla - Colombo,Wet,131,130,Open Truck,Moderate,Cardboard Box,27.8,87,5.6,1.5,26.6
Dambulla - Colombo,Wet,542,103,Refrigerated Van,Good,Ventilated Box,28,82.6,4.1,11,12.98
Dambulla - Colombo,Wet,192,102,Open Truck,Moderate,Cardboard Box,27.6,75.1,3.1,6.4,17.99
Dambulla - Colombo,Dry,390,91,Open Truck,Poor,Sack,26.7,63.6,4.7,2.5,19.7
Dambulla - Colombo,Dry,685,143,Covered Truck,Poor,Plastic Crate,35,78.1,7,7.4,18.29
Dambulla - Colombo,Dry,258,135,Covered Truck,Poor,Plastic Crate,29.3,73.8,7.5,4.2,20.1
Dambulla - Colombo,Wet,629,123,Refrigerated Van,Moderate,Sack,29.1,75.2,5.1,6.1,17.37
Dambulla - Colombo,Wet,571,115,Open Truck,Good,Ventilated Box,24.2,77.6,4.9,3.3,20.41
Dambulla - Colombo,Dry,105,112,Three-Wheeler,Poor,Ventilated Box,31.9,75,4.2,6.4,18.5
Dambulla - Colombo,Dry,282,134,Covered Truck,Poor,Sack,30.6,69.8,4.1,10.3,14.23
Dambulla - Colombo,Dry,235,120,Covered Truck,Moderate,Ventilated Box,31.9,72.5,4.4,1.8,19.96
Dambulla - Colombo,Dry,470,123,Three-Wheeler,Moderate,Ventilated Box,32.8,76.3,5.9,10.8,16.36
Dambulla - Colombo,Dry,733,140,Open Truck,Moderate,Sack,28,63.2,6.3,11.9,13.67
Dambulla - Colombo,Dry,544,109,Three-Wheeler,Moderate,Cardboard Box,29,75.3,6.6,9.8,14.33
Dambulla - Colombo,Wet,616,93,Three-Wheeler,Moderate,Ventilated Box,32.3,85.2,4.8,6,19.7
Dambulla - Colombo,Dry,541,88,Covered Truck,Good,Ventilated Box,30.5,74.3,4.5,12.6,11.7
Dambulla - Colombo,Wet,728,119,Covered Truck,Good,Plastic Crate,23.6,85.9,5.2,12.5,15.08
Dambulla - Colombo,Dry,753,92,Three-Wheeler,Moderate,Cardboard Box,33.3,67.6,5.5,13.4,15.26
Dambulla - Colombo,Dry,308,111,Open Truck,Poor,Plastic Crate,29.8,75.2,6.2,10.8,15.17
Dambulla - Colombo,Wet,607,109,Open Truck,Poor,Sack,28.4,75.3,4.4,7.5,19.17
Dambulla - Colombo,Dry,81,96,Open Truck,Good,Cardboard Box,30.1,72.4,5.2,10.4,14.82
Dambulla - Colombo,Wet,287,134,Open Truck,Good,Plastic Crate,33,83.8,4.8,1.5,24.17
Dambulla - Colombo,Dry,663,142,Covered Truck,Good,Cardboard Box,33.4,68.6,6.3,8.3,17.43
Dambulla - Colombo,Wet,236,134,Open Truck,Poor,Plastic Crate,28.7,80.9,4.8,5.4,18.51
Dambulla - Colombo,Dry,751,142,Open Truck,Moderate,Ventilated Box,30.9,71.9,4.3,10.3,12.96
Dambulla - Colombo,Wet,724,104,Three-Wheeler,Poor,Plastic Crate,26.9,69.8,6.8,2.1,20.12
Dambulla - Colombo,Dry,211,120,Covered Truck,Moderate,Cardboard Box,34.3,57.9,6.4,9.8,13.35
Dambulla - Colombo,Dry,230,112,Open Truck,Moderate,Ventilated Box,29.2,65.8,5.3,11.1,11.5
Dambulla - Colombo,Wet,382,105,Open Truck,Good,Plastic Crate,26.3,76,5.3,9.2,16.62
Dambulla - Colombo,Dry,504,129,Refrigerated Van,Moderate,Sack,31.2,62,6.4,10.4,13.84
Dambulla - Colombo,Wet,204,109,Refrigerated Van,Good,Ventilated Box,28.9,87.5,4.1,6.2,15.11
Dambulla - Colombo,Dry,325,107,Covered Truck,Good,Cardboard Box,30.1,61.5,5.4,13.1,13.09
Dambulla - Colombo,Dry,120,133,Three-Wheeler,Moderate,Cardboard Box,30,59.3,8.2,5.1,18.4
Dambulla - Colombo,Wet,309,124,Covered Truck,Good,Cardboard Box,26.2,87.7,7.1,7.1,16.57
Dambulla - Colombo,Wet,473,136,Open Truck,Poor,Plastic Crate,27,91.3,6.3,6.8,20.08
Dambulla - Colombo,Dry,583,131,Refrigerated Van,Moderate,Plastic Crate,32.3,64.8,7.2,5.9,15.26
Dambulla - Colombo,Wet,123,85,Three-Wheeler,Poor,Sack,28.5,76.8,3.3,10.2,18.14
Dambulla - Colombo,Wet,62,129,Three-Wheeler,Poor,Sack,29.3,68.8,5.3,7.3,21.32
Dambulla - Colombo,Dry,328,140,Three-Wheeler,Good,Sack,37.4,64.3,5.4,6.1,21.84
Dambulla - Colombo,Wet,218,101,Covered Truck,Moderate,Cardboard Box,27.2,90,4.2,8.2,16.87
Dambulla - Colombo,Dry,237,109,Covered Truck,Moderate,Plastic Crate,30,68.9,4.5,2.7,15.15
Dambulla - Colombo,Wet,637,126,Open Truck,Good,Sack,25.7,82.4,5.9,10.3,15.74
Dambulla - Colombo,Dry,317,143,Covered Truck,Good,Cardboard Box,28.6,69.8,6.8,6.3,17.31
Dambulla - Colombo,Wet,323,98,Open Truck,Poor,Sack,27.1,92,5.4,5.2,20.99
Dambulla - Colombo,Dry,652,130,Covered Truck,Poor,Sack,28.9,67,4.3,1.9,22.97
Dambulla - Colombo,Wet,159,102,Open Truck,Good,Sack,32.3,84.3,3.1,11.5,16.68
Dambulla - Colombo,Wet,289,105,Refrigerated Van,Moderate,Cardboard Box,25.6,78.3,6.1,5.6,15.09
Dambulla - Colombo,Wet,506,93,Covered Truck,Moderate,Plastic Crate,23.1,73.8,4,13,11.04
Dambulla - Colombo,Dry,409,118,Open Truck,Good,Plastic Crate,33.2,70.9,7.6,10.8,13.77
Dambulla - Colombo,Dry,256,97,Open Truck,Good,Plastic Crate,34.6,68.8,3.7,3.7,18.43
Dambulla - Colombo,Dry,252,102,Open Truck,Poor,Sack,30.4,71.6,5.5,3.9,22.78
Dambulla - Colombo,Dry,243,96,Covered Truck,Good,Plastic Crate,30.8,67.1,4.4,11.9,12.07
Dambulla - Colombo,Dry,751,131,Covered Truck,Moderate,Cardboard Box,28.2,72.4,5.4,9,16.48
Dambulla - Colombo,Dry,164,89,Covered Truck,Good,Plastic Crate,32.5,68.5,3.7,9.4,14.63
Dambulla - Colombo,Dry,712,135,Covered Truck,Moderate,Sack,25,61.9,6.1,10.3,13.52
Dambulla - Colombo,Dry,141,134,Refrigerated Van,Good,Ventilated Box,29.7,68.9,7.2,8.7,15.7
Dambulla - Colombo,Wet,523,109,Refrigerated Van,Moderate,Plastic Crate,25,84.7,6.4,3.4,19.7
Dambulla - Colombo,Wet,736,126,Covered Truck,Poor,Cardboard Box,27.5,88.9,4.9,9.4,17.31
Dambulla - Colombo,Dry,148,117,Covered Truck,Poor,Sack,33.2,64.7,4.1,9.3,15.49
Dambulla - Colombo,Wet,350,122,Covered Truck,Good,Sack,29.1,80.1,6.4,2,24.16
Dambulla - Colombo,Wet,631,133,Refrigerated Van,Good,Plastic Crate,27.5,82.4,5.9,11.9,11.27
Dambulla - Colombo,Wet,180,134,Open Truck,Good,Sack,27.5,77.7,5.2,7.5,18.83
Dambulla - Colombo,Dry,548,125,Refrigerated Van,Moderate,Sack,34,58.6,5.7,3.1,21.11
Dambulla - Colombo,Wet,594,87,Open Truck,Poor,Plastic Crate,24.9,94.2,4.8,9.7,16.1
Dambulla - Colombo,Dry,798,129,Covered Truck,Moderate,Cardboard Box,30.8,75.2,4.7,7.2,17.55
Dambulla - Colombo,Dry,617,115,Three-Wheeler,Poor,Plastic Crate,27.9,63.9,5.9,13.2,13.39
Dambulla - Colombo,Dry,365,87,Refrigerated Van,Moderate,Sack,30.8,59.6,4.4,14.6,10.88
Dambulla - Colombo,Dry,578,144,Open Truck,Good,Ventilated Box,30.7,59.2,6.1,3.4,16.44
Dambulla - Colombo,Wet,719,85,Open Truck,Moderate,Plastic Crate,28.1,82.5,4.3,1.5,22.57
Dambulla - Colombo,Wet,626,139,Open Truck,Poor,Ventilated Box,31.6,79.1,5.3,9,17.2
Dambulla - Colombo,Dry,636,140,Open Truck,Poor,Plastic Crate,28.5,75.3,6.2,1.5,23.84
Dambulla - Colombo,Dry,148,90,Open Truck,Moderate,Plastic Crate,32.1,59.9,3.5,8.6,15.94
Dambulla - Colombo,Wet,396,103,Open Truck,Poor,Plastic Crate,34.3,80.6,3.4,7.6,18.87
Dambulla - Colombo,Wet,591,92,Three-Wheeler,Good,Cardboard Box,29.4,77.1,5.3,9.6,16.41
Dambulla - Colombo,Dry,782,103,Open Truck,Poor,Ventilated Box,30.6,66.3,6.7,8.5,15.32
Dambulla - Colombo,Wet,73,123,Open Truck,Moderate,Ventilated Box,28,73.7,7.3,1.5,20.63
Dambulla - Colombo,Dry,741,141,Open Truck,Poor,Ventilated Box,30.6,69.3,6.3,1.9,18.93
Dambulla - Colombo,Wet,154,144,Refrigerated Van,Good,Cardboard Box,26.6,80.6,7.7,11.6,12
Dambulla - Colombo,Wet,610,99,Open Truck,Moderate,Ventilated Box,27.1,83.3,4.6,8.9,15.47
Dambulla - Colombo,Wet,432,96,Refrigerated Van,Poor,Ventilated Box,26.5,84.3,3.5,8.8,18.41
Dambulla - Colombo,Wet,61,103,Open Truck,Poor,Cardboard Box,28.8,74.3,5.8,4.9,18.64
Dambulla - Colombo,Dry,73,141,Open Truck,Good,Cardboard Box,33.5,74.7,6.8,3.7,22.09
Dambulla - Colombo,Wet,793,132,Covered Truck,Moderate,Sack,24,84.4,5.5,6.2,19.66
Dambulla - Colombo,Wet,581,96,Open Truck,Moderate,Ventilated Box,28,80.7,5.1,11.3,14.39
Dambulla - Colombo,Dry,468,89,Open Truck,Moderate,Sack,28.9,64.8,4.6,1.5,21.94
Dambulla - Colombo,Dry,295,113,Covered Truck,Poor,Plastic Crate,33.6,75,5.2,7.5,15.91
Dambulla - Colombo,Dry,246,139,Refrigerated Van,Moderate,Sack,28.9,72.1,6.8,13,11.8
Dambulla - Colombo,Wet,536,98,Open Truck,Good,Sack,30.3,73.2,5.4,9.3,17.94
Dambulla - Colombo,Wet,230,135,Refrigerated Van,Poor,Ventilated Box,27.6,77.5,4,4.2,21.1
Dambulla - Colombo,Dry,257,89,Covered Truck,Moderate,Plastic Crate,29.2,61.1,2.9,2.1,18.46
Dambulla - Colombo,Dry,331,138,Refrigerated Van,Good,Ventilated Box,30.7,63.3,5,14.4,9.16
Dambulla - Colombo,Wet,444,104,Three-Wheeler,Moderate,Ventilated Box,25.5,82.4,4.8,12.4,14.45
