[2026-08-16T18:33:10.264731+00:00] ALERT for batch_id=8: Tomato batch #8: Medium risk (56.7/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 18.02/kg).
[2026-08-22T17:00:06.975628+00:00] ALERT for batch_id=51: Tomato batch #51: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:08.993732+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:00:09.157967+00:00] ALERT for batch_id=58: Mango batch #58: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T17:00:14.880430+00:00] ALERT for batch_id=82: Tomato batch #82: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:00:15.444607+00:00] ALERT for batch_id=55: Mango batch #55: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T17:00:15.804457+00:00] ALERT for batch_id=80: Tomato batch #80: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:00:17.504543+00:00] ALERT for batch_id=53: Tomato batch #53: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:00:17.642684+00:00] ALERT for batch_id=47: Mango batch #47: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (223.1 km, Rs 33.93/kg).
[2026-08-22T17:00:17.947563+00:00] ALERT for batch_id=52: Tomato batch #52: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 15.32/kg).
[2026-08-22T17:00:18.363682+00:00] ALERT for batch_id=48: Onion batch #48: Medium risk (64.7/100). Recommended: Nagpur MIDC Cold Storage (31.0 km, Rs 17.75/kg).
[2026-08-22T17:00:20.456874+00:00] ALERT for batch_id=81: Tomato batch #81: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:00:20.478236+00:00] ALERT for batch_id=45: Tomato batch #45: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 15.32/kg).
[2026-08-22T17:00:20.981853+00:00] ALERT for batch_id=43: Tomato batch #43: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:00:23.374477+00:00] ALERT for batch_id=40: Tomato batch #40: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:00:23.527870+00:00] ALERT for batch_id=41: Tomato batch #41: Medium risk (54.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:24.444414+00:00] ALERT for batch_id=46: Tomato batch #46: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:26.374667+00:00] ALERT for batch_id=38: Tomato batch #38: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:26.800274+00:00] ALERT for batch_id=42: Tomato batch #42: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:29.422082+00:00] ALERT for batch_id=36: Tomato batch #36: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:29.448036+00:00] ALERT for batch_id=39: Tomato batch #39: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:00:31.395209+00:00] ALERT for batch_id=34: Onion batch #34: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T17:00:31.883672+00:00] ALERT for batch_id=44: Tomato batch #44: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 15.32/kg).
[2026-08-22T17:00:31.894765+00:00] ALERT for batch_id=46: Tomato batch #46: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:32.767182+00:00] ALERT for batch_id=37: Potato batch #37: Medium risk (59.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T17:00:34.879628+00:00] ALERT for batch_id=31: Tomato batch #31: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:34.879902+00:00] ALERT for batch_id=29: Potato batch #29: Medium risk (59.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T17:00:35.657609+00:00] ALERT for batch_id=28: Tomato batch #28: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:37.903926+00:00] ALERT for batch_id=26: Tomato batch #26: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:38.026267+00:00] ALERT for batch_id=33: Tomato batch #33: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:38.029255+00:00] ALERT for batch_id=32: Tomato batch #32: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:39.840205+00:00] ALERT for batch_id=30: Mango batch #30: High risk (68.1/100). Recommended: Nagpur MIDC Cold Storage (12.7 km, Rs 29.24/kg).
[2026-08-22T17:00:40.973605+00:00] ALERT for batch_id=24: Tomato batch #24: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:40.997326+00:00] ALERT for batch_id=25: Tomato batch #25: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:41.062082+00:00] ALERT for batch_id=23: Tomato batch #23: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:42.828787+00:00] ALERT for batch_id=22: Tomato batch #22: Medium risk (61.8/100). Recommended: Pune Market Yard (Gultekdi) (0.0 km, Rs 19.45/kg).
[2026-08-22T17:00:43.368379+00:00] ALERT for batch_id=27: Tomato batch #27: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:44.091711+00:00] ALERT for batch_id=53: Tomato batch #53: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:00:44.103618+00:00] ALERT for batch_id=21: Tomato batch #21: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:47.199003+00:00] ALERT for batch_id=16: Tomato batch #16: Medium risk (61.8/100). Recommended: Pune Market Yard (Gultekdi) (85.4 km, Rs 19.45/kg).
[2026-08-22T17:00:49.410081+00:00] ALERT for batch_id=20: Tomato batch #20: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:49.800063+00:00] ALERT for batch_id=19: Tomato batch #19: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T17:00:51.409287+00:00] ALERT for batch_id=18: Banana batch #18: High risk (67.2/100). Recommended: Nagpur MIDC Cold Storage (31.0 km, Rs 12.07/kg).
[2026-08-22T17:00:52.756495+00:00] ALERT for batch_id=52: Tomato batch #52: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 15.32/kg).
[2026-08-22T17:00:57.347896+00:00] ALERT for batch_id=17: Tomato batch #17: Medium risk (61.8/100). Recommended: Pune Market Yard (Gultekdi) (85.4 km, Rs 19.45/kg).
[2026-08-22T17:14:44.796654+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T17:22:51.641961+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T17:27:03.290906+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T17:27:06.270806+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:27:06.282966+00:00] ALERT for batch_id=82: Tomato batch #82: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:27:06.314477+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:27:07.390943+00:00] ALERT for batch_id=81: Tomato batch #81: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:28:05.851238+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T17:28:08.895546+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:28:08.963995+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:28:08.967194+00:00] ALERT for batch_id=82: Tomato batch #82: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:28:10.056917+00:00] ALERT for batch_id=81: Tomato batch #81: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:28:55.019145+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:29:02.744743+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:29:05.599004+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T17:29:05.907816+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:29:06.019890+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:29:07.135713+00:00] ALERT for batch_id=82: Tomato batch #82: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:29:12.914474+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:29:15.803034+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:29:15.808692+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T17:29:15.859119+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:31:11.734133+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:39:20.949710+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:39:53.061538+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:39:56.061532+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:39:56.158827+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:39:56.277476+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T17:39:57.451607+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:43:04.555260+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:43:10.712993+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:44:33.189295+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:44:38.732344+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:45:11.831242+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:45:58.692756+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:48:53.884092+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:56:29.219993+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:56:31.480641+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:57:00.910171+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:57:36.845494+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:57:40.135828+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T17:57:40.235870+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:57:45.686135+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:57:46.868721+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:58:25.483997+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:58:28.425120+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:58:28.486550+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T17:58:28.585647+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T17:58:34.355196+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:00:47.191327+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:00:50.515053+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:00:50.518622+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:00:50.519145+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:00:52.103111+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:01:22.424538+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:01:25.409516+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:01:36.437019+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:01:39.876195+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:01:39.883932+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:01:39.975602+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:01:41.352926+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:09:32.278788+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:10:00.390161+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:10:03.346514+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:10:03.414239+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:10:03.424419+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:10:04.518657+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:10:14.226797+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:10:17.057596+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:10:19.428496+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:10:22.608088+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:10:22.664372+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:10:22.664926+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:10:23.690181+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:10:38.107829+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:10:40.898667+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:10:41.001750+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:10:41.122575+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:11:15.535869+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:11:34.187875+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:11:36.882535+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:11:37.121000+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:11:42.561572+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:13:07.459454+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:13:10.613307+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:13:10.744788+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:13:10.839666+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:13:12.308811+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:15:35.616681+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:15:38.571480+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:15:41.645760+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:15:44.407933+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:15:48.015495+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:15:48.040939+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:15:48.050225+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:15:49.665634+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:17:31.386041+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:17:34.103938+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:17:34.222527+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:17:34.222730+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:18:39.203252+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:18:42.507501+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:18:42.577374+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:18:42.605301+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:18:44.158235+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
